iter	Logloss
0	0.599976867
1	0.5297207428
2	0.4724842227
3	0.4237853326
4	0.3909890192
5	0.3599859561
6	0.3377447212
7	0.3166903136
8	0.3021130091
9	0.2943513672
10	0.2852018987
11	0.2770766226
12	0.2697557096
13	0.2634466328
14	0.2566735516
15	0.2493398188
16	0.2419972383
17	0.2363488329
18	0.2338074654
19	0.2291439198
20	0.2250831805
21	0.2202002116
22	0.2183665119
23	0.215741503
24	0.2132491032
25	0.2111996899
26	0.2081714072
27	0.2043600118
28	0.2012552369
29	0.200481192
30	0.1982528933
31	0.1967943687
32	0.1938873798
33	0.1913974164
34	0.1889563654
35	0.1861718393
36	0.1848971832
37	0.1836890602
38	0.1806308751
39	0.1790848523
40	0.1771162738
41	0.1757752449
42	0.1748420265
43	0.1739207979
44	0.1729147633
45	0.1725237063
46	0.1705891799
47	0.1689279062
48	0.1681646893
49	0.1653028814
50	0.1645330647
51	0.1639550179
52	0.1610356654
53	0.159650226
54	0.158976586
55	0.1577974593
56	0.1572226012
57	0.1560919549
58	0.1556603364
59	0.1551201078
60	0.1537531812
61	0.153081897
62	0.1525324903
63	0.1517487885
64	0.1513950826
65	0.1505445825
66	0.1490716526
67	0.1486588052
68	0.1477092637
69	0.14616876
70	0.1458361347
71	0.1451785025
72	0.1434839155
73	0.1427819891
74	0.1414869548
75	0.1407219294
76	0.1400963861
77	0.1391826302
78	0.1387578479
79	0.1373818997
80	0.1358486418
81	0.1349652432
82	0.1346608715
83	0.1337178707
84	0.1310677975
85	0.1306011086
86	0.1293816876
87	0.1285213465
88	0.1260722041
89	0.1258480476
90	0.1249440021
91	0.1246002494
92	0.1242844316
93	0.1227479152
94	0.1212165699
95	0.1202351296
96	0.1198079039
97	0.117681218
98	0.11678009
99	0.114966029
100	0.113962017
101	0.1125880061
102	0.1111992766
103	0.1100520458
104	0.1080006192
105	0.1068919514
106	0.1059808411
107	0.105825036
108	0.1034514251
109	0.1022230399
110	0.1019862403
111	0.1002288546
112	0.09929726368
113	0.09803335433
114	0.09782937154
115	0.09769840251
116	0.09647559002
117	0.09501747201
118	0.09490190071
119	0.09472646995
120	0.0936335991
121	0.09186450878
122	0.09104671264
123	0.09026322534
124	0.08999364133
125	0.088870704
126	0.08879236716
127	0.08750934311
128	0.08662007592
129	0.08565923333
130	0.08436982051
131	0.08426618793
132	0.08303360508
133	0.08274698619
134	0.0817195124
135	0.08108166173
136	0.08038302853
137	0.0794033758
138	0.07837084708
139	0.07707161499
140	0.07665875998
141	0.07562262354
142	0.07484897492
143	0.07472046486
144	0.07328293536
145	0.07238626048
146	0.07136822988
147	0.0709192707
148	0.07001266419
149	0.06990695843
150	0.06972641755
151	0.06963501114
152	0.0691288649
153	0.06904446879
154	0.06811897824
155	0.06756120112
156	0.06659384073
157	0.06556175499
158	0.06509994733
159	0.06424388511
160	0.0639628397
161	0.06337037528
162	0.06283040965
163	0.06205924125
164	0.06175512383
165	0.0610426093
166	0.06096764009
167	0.06088409336
168	0.06008459639
169	0.05937666553
170	0.05920504289
171	0.05855252982
172	0.05849118152
173	0.05788473294
174	0.05778258973
175	0.05735563112
176	0.05680007548
177	0.05601502042
178	0.05522725346
179	0.05440260867
180	0.05425220339
181	0.05418788965
182	0.05379135218
183	0.05373473139
184	0.05313367667
185	0.05246445287
186	0.05234057168
187	0.05228732277
188	0.05163726511
189	0.05081161527
190	0.05075991214
191	0.05010725692
192	0.04951746677
193	0.0494374768
194	0.04916166821
195	0.04903642065
196	0.04856196716
197	0.0477251693
198	0.04665658628
199	0.04620663731
200	0.04589069747
201	0.04552594185
202	0.04544459426
203	0.04486164766
204	0.04468791747
205	0.04413343999
206	0.04408961777
207	0.04362043342
208	0.04357958705
209	0.04349782784
210	0.04318749515
211	0.04285061916
212	0.0424689894
213	0.04207406895
214	0.04204408856
215	0.041893019
216	0.04154101388
217	0.0411930025
218	0.04087264707
219	0.04070235747
220	0.04047714342
221	0.04017987689
222	0.04005217308
223	0.0396284858
224	0.03952460774
225	0.03917877988
226	0.03872862786
227	0.03805187093
228	0.03802543651
229	0.03779915504
230	0.0373180097
231	0.03703435766
232	0.03700790449
233	0.0369020074
234	0.03657568521
235	0.03633080349
236	0.0359218328
237	0.03547581376
238	0.03533217193
239	0.03513019354
240	0.0348159855
241	0.03452690644
242	0.03423114376
243	0.03394021832
244	0.03362902372
245	0.03351179959
246	0.0333821774
247	0.03315108884
248	0.03286582184
249	0.03255501312
250	0.0321245152
251	0.03209525611
252	0.03177299208
253	0.03154544556
254	0.03150746694
255	0.03127795931
256	0.0310131708
257	0.03080892117
258	0.03055780915
259	0.03048607839
260	0.03023004533
261	0.02979215143
262	0.02965962141
263	0.02952033993
264	0.02935139435
265	0.02912203313
266	0.0288930307
267	0.02853514983
268	0.02833958007
269	0.02828135657
270	0.02816500075
271	0.02785460804
272	0.02759825268
273	0.02733269327
274	0.02730714426
275	0.02703017388
276	0.02686831855
277	0.02684607382
278	0.02682352512
279	0.02669412887
280	0.02650076606
281	0.02628341254
282	0.02596068264
283	0.02573242921
284	0.0257122211
285	0.02559808837
286	0.02533987333
287	0.02527539448
288	0.02525969895
289	0.02510773348
290	0.02493971179
291	0.02488210569
292	0.02481529712
293	0.02460982544
294	0.02459368971
295	0.0243656542
296	0.02405553724
297	0.02387015636
298	0.02372547305
299	0.02363333179
